Accession	Gene_name	Protein_name
Q91Z31-1	Ptbp2 	Polypyrimidine tract-binding protein 2
Q91ZR2	Snx18;Snag1	Sorting nexin-18
Q91ZU6-2	Dst	Isoform 1 of Dystonin
Q91ZW3	Smarca5;Snf2h	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily A member 5
Q91ZX7	Lrp1;A2mr	Prolow-density lipoprotein receptor-related protein 1
Q920B9	Supt16h;Fact140;Factp140;Supt16	FACT complex subunit SPT16
Q920Q0	Palm	Paralemmin-1
Q920Q8	Ivns1abp;Kiaa0850;Nd1;Nd1L;Nd1S;Ns1;Ns1bp	Influenza virus NS1A-binding protein homolog
Q921E2	Rab31	Ras-related protein Rab-31
Q921F2	Tardbp;Tdp43	TAR DNA-binding protein 43
Q921K2	Parp1;Adprt1;mCG_19846	Poly (ADP-ribose) polymerase family, member 1
Q921L3	Tmco1	Transmembrane and coiled-coil domain-containing protein 1
Q921M3-2	Sf3b3	Isoform 2 of Splicing factor 3B subunit 3
Q921W0	Chmp1a;Chmp1;Pcoln3	Charged multivesicular body protein 1a
Q922B1	Macrod1;Lrp16	O-acetyl-ADP-ribose deacetylase MACROD1
Q922B2	Dars	Aspartate--tRNA ligase, cytoplasmic
Q922C8	NA	Protein disulfide-isomerase
Q922E1	Nnt	Nicotinamide nucleotide transhydrogenase
Q922F4	Tubb6	Tubulin beta-6 chain
Q922J9	Far1;Mlstd2	Fatty acyl-CoA reductase 1
Q922M2	NA	OCIA domain-containing protein 1
Q922Q1	Marc2;Mg87;Mosc2	Mitochondrial amidoxime reducing component 2
Q922Q8	Lrrc59	Leucine-rich repeat-containing protein 59
Q922R8	Pdia6;Txndc7	Protein disulfide-isomerase A6
Q922U2	Krt5;Krt2-5	Keratin, type II cytoskeletal 5
Q922U9	Itpr3	Itpr3 protein
Q923A2	Spdl1;Ccdc99	Protein Spindly
Q923B6	Steap4;Tiarp	Metalloreductase STEAP4
Q923G2	Polr2h	DNA-directed RNA polymerases I, II, and III subunit RPABC3
Q923J1	Trpm7;Chak;Ltrpc7	Transient receptor potential cation channel subfamily M member 7
Q923T9	Camk2g	Calcium/calmodulin-dependent protein kinase type II subunit gamma
Q924L1	Letmd1;Mccr	LETM1 domain-containing protein 1
Q924S5	Lonp1;Lon;Prss15	Lon protease homolog, mitochondrial
Q924S8	Spred1	Sprouty-related, EVH1 domain-containing protein 1
Q92544	TM9SF4;KIAA0255	Transmembrane 9 superfamily member 4
Q92552	MRPS27;KIAA0264	28S ribosomal protein S27, mitochondrial
Q925I1-2	Atad3	Isoform 2 of ATPase family AAA domain-containing protein 3
Q92614	MYO18A;KIAA0216;MYSPDZ	Unconventional myosin-XVIIIa
Q92616	GCN1L1;KIAA0219	Translational activator GCN1
Q92665	MRPS31;IMOGN38	28S ribosomal protein S31, mitochondrial
Q92896	GLG1;CFR1;ESL1;MG160	Golgi apparatus protein 1
Q93092	Taldo1;Tal;Taldo	Transaldolase
Q96AG4	LRRC59;PRO1855	Leucine-rich repeat-containing protein 59
Q96E17	RAB3C	Ras-related protein Rab-3C
Q96EY7	PTCD3;MRPS39;TRG15	Pentatricopeptide repeat domain-containing protein 3, mitochondrial
Q96I99	SUCLG2	Succinyl-CoA ligase [GDP-forming] subunit beta, mitochondrial
Q96QK1	VPS35;MEM3;TCCCTA00141	Vacuolar protein sorting-associated protein 35
Q96S52	PIGS;UNQ1873/PRO4316	GPI transamidase component PIG-S
Q99020	Hnrnpab;Cbf-a;Cgbfa;Hnrpab	Heterogeneous nuclear ribonucleoprotein A/B
Q99104	Myo5a;Dilute	Unconventional myosin-Va
Q99595	TIMM17A;MIMT17;TIM17;TIM17A;TIMM17	Mitochondrial import inner membrane translocase subunit Tim17-A
Q99714	HSD17B10;ERAB;HADH2;MRPP2;SCHAD;XH98G2	3-hydroxyacyl-CoA dehydrogenase type-2
Q99J36	Thumpd1	THUMP domain-containing protein 1
Q99J47	Dhrs7b	Dehydrogenase/reductase SDR family member 7B
Q99J56	Derl1;Der1	Derlin-1
Q99J83	Atg5;Apg5l	Autophagy protein 5
Q99J93	Ifitm2	Interferon-induced transmembrane protein 2
Q99JB2	Stoml2;Slp2	Stomatin-like protein 2, mitochondrial
Q99JB8	Pacsin3	Protein kinase C and casein kinase II substrate protein 3
Q99JD4	Clasp2	CLIP-associating protein 2
Q99JE4	Rasgrf2;Grf2	Ras-specific guanine nucleotide-releasing factor 2
Q99JF8-1	Psip1 	PC4 and SFRS1-interacting protein
Q99JH8	Kdelr1	ER lumen protein-retaining receptor 1
Q99JI4	Psmd6	26S proteasome non-ATPase regulatory subunit 6
Q99JI6	Rap1b	Ras-related protein Rap-1b
Q99JL6	Rpl10a;mCG_18533	Ribosomal protein
Q99JR1	Sfxn1;F	Sideroflexin-1
Q99JW5	Epcam;Tacstd1	Epithelial cell adhesion molecule
Q99JX4	Eif3m;Pcid1	Eukaryotic translation initiation factor 3 subunit M
Q99JY0	Hadhb	Trifunctional enzyme subunit beta, mitochondrial
Q99JY8	Ppap2b;Lpp3	Lipid phosphate phosphohydrolase 3
Q99JY9	Actr3;Arp3	Actin-related protein 3
Q99K48	Nono	Non-POU domain-containing octamer-binding protein
Q99K48-1	Nono 	Non-POU domain-containing octamer-binding protein
Q99K48-2	Nono	Isoform 2 of Non-POU domain-containing octamer-binding protein
Q99K85	Psat1;Psa;Psat	Phosphoserine aminotransferase
Q99KF1	Tmed9;Gp25l2	Transmembrane emp24 domain-containing protein 9
Q99KI0	Aco2	Aconitate hydratase, mitochondrial
Q99KI3	Emc3;Tmem111	ER membrane protein complex subunit 3
Q99KJ8	Dctn2	Dynactin subunit 2
Q99KR6	Rnf34	E3 ubiquitin-protein ligase RNF34
Q99KU0	Vmp1;Tmem49	Vacuole membrane protein 1
Q99L04	Dhrs1;D14ertd484e	Dehydrogenase/reductase SDR family member 1
Q99L13	Hibadh	3-hydroxyisobutyrate dehydrogenase, mitochondrial
Q99L43	Cds2	Phosphatidate cytidylyltransferase 2
Q99L45	Eif2s2	Eukaryotic translation initiation factor 2 subunit 2
Q99L47	St13;Fam10a1;Hip	Hsc70-interacting protein
Q99LB4	Capg;mCG_129296	Capping protein
Q99LC3	Ndufa10	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial
Q99LE6	Abcf2	ATP-binding cassette sub-family F member 2
Q99LF4	Rtcb;D10Wsu52e	tRNA-splicing ligase RtcB homolog
Q99LG2	Tnpo2	Transportin-2
Q99LM2	Cdk5rap3	CDK5 regulatory subunit-associated protein 3
Q99LR1	Abhd12	Monoacylglycerol lipase ABHD12
Q99LX0	Park7	Protein DJ-1
Q99M08	NA	Uncharacterized protein C4orf3 homolog
Q99MI1-2	Erc1	Isoform 2 of ELKS/Rab6-interacting/CAST family member 1
Q99MI4	NA	Non-erythrocyte beta-spectrin
Q99MJ9	Ddx50	ATP-dependent RNA helicase DDX50
Q99MN1	Kars	Lysine--tRNA ligase
Q99MR3	Slc12a9;Cip1;Slc12a8	Solute carrier family 12 member 9
Q99MU3-3	Adar	Isoform 3 of Double-stranded RNA-specific adenosine deaminase
Q99MU3-5	Adar	Isoform 5 of Double-stranded RNA-specific adenosine deaminase
Q99MX0	Tktl1	Transketolase-like protein 1
Q99NB9	Sf3b1;Sap155	Splicing factor 3B subunit 1
Q99P33	Syt7;SytVII;rCG_48133	Protein Syt7
Q99P72	Rtn4;Kiaa0886;Nogo	Reticulon-4
Q99P72-2	Rtn4 	Reticulon-4
Q99P84	Plce1;Plce	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase epsilon-1
Q99PJ0	Ntm;Hnt;Nt	Neurotrimin
Q99PL5	Rrbp1	Ribosome-binding protein 1
Q99PL5-1	Rrbp1 	Ribosome-binding protein 1
Q99PL5-5	Rrbp1	Isoform RRp16.8 of Ribosome-binding protein 1
Q99PT1	Arhgdia;C87222;Gdi1	Rho GDP-dissociation inhibitor 1
Q99PV0	Prpf8;Prp8	Pre-mRNA-processing-splicing factor 8
Q99PW1	Yes1;c-yes;rCG_35660	Protein tyrosine kinase c-Yes
Q99PW9	Hip1r;rHIP1R	Huntingtin interacting protein 1 related
Q9BCZ4	Vimp;H47;Sels	Selenoprotein S
Q9BWL6	NA	NAD-dependent malic enzyme, mitochondrial
Q9BXP2	SLC12A9;CCC6;CIP1	Solute carrier family 12 member 9
Q9BYD6	MRPL1;BM-022	39S ribosomal protein L1, mitochondrial
Q9CPP0	Npm3	Nucleoplasmin-3
Q9CPP6	Ndufa5	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5
Q9CPQ1	Cox6c	Cytochrome c oxidase subunit 6C
Q9CPQ3	Tomm22;Tom22	Mitochondrial import receptor subunit TOM22 homolog
Q9CPQ8	Atp5l	ATP synthase subunit g, mitochondrial
Q9CPR1	Rwdd4;Rwdd4a	RWD domain-containing protein 4
Q9CPR4	Rpl17	60S ribosomal protein L17
Q9CPU0	Glo1	Lactoylglutathione lyase
Q9CPW0	Cntnap2;Kiaa0868	Contactin-associated protein-like 2
Q9CPW4	Arpc5	Actin-related protein 2/3 complex subunit 5
Q9CPW5	Ssr2	Translocon-associated protein subunit beta
Q9CPY7	Lap3;Lapep	Cytosol aminopeptidase
Q9CPZ6	Ormdl3	ORM1-like protein 3
Q9CQ05	NA	Stress-70 protein, mitochondrial
Q9CQ10	Chmp3;Vps24	Charged multivesicular body protein 3
Q9CQ19	Myl9;Myrl2	Myosin regulatory light polypeptide 9
Q9CQ22	Lamtor1	Ragulator complex protein LAMTOR1
Q9CQ35	Glipr1l2	GLIPR1-like protein 2
Q9CQ69	Uqcrq	Cytochrome b-c1 complex subunit 8
Q9CQ71	Rpa3	Replication protein A 14 kDa subunit
Q9CQ75	Ndufa2	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2
Q9CQ91	Ndufa3	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 3
Q9CQ92	Fis1;Ttc11	Mitochondrial fission 1 protein
Q9CQA3	Sdhb	Succinate dehydrogenase [ubiquinone] iron-sulfur subunit, mitochondrial
Q9CQA5	Med4;Vdrip	Mediator of RNA polymerase II transcription subunit 4
Q9CQB5	Cisd2;Cdgsh2;Noxp70;Zcd2	CDGSH iron-sulfur domain-containing protein 2
Q9CQC6	Bzw1	Basic leucine zipper and W2 domain-containing protein 1
Q9CQD1	Rab5a;nnyRab5a	Ras-related protein Rab-5A
Q9CQE8	NA	UPF0568 protein C14orf166 homolog
Q9CQF9	Pcyox1;Kiaa0908	Prenylcysteine oxidase
Q9CQH3	Ndufb5	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 5, mitochondrial
Q9CQI7	Snrpb2	U2 small nuclear ribonucleoprotein B''
Q9CQJ8	Ndufb9	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9
Q9CQM5	Txndc17;Txnl5	Thioredoxin domain-containing protein 17
Q9CQM9	Glrx3;Picot;Txnl2	Glutaredoxin-3
Q9CQN1	Trap1;Hsp75	Heat shock protein 75 kDa, mitochondrial
Q9CQN6	Tmem14c	Transmembrane protein 14C
Q9CQQ0	Smim8	Small integral membrane protein 8
Q9CQQ7	Atp5f1	ATP synthase F
Q9CQR2	Rps21	40S ribosomal protein S21
Q9CQR4	Acot13;Them2	Acyl-coenzyme A thioesterase 13
Q9CQS3	Fibin	Fin bud initiation factor homolog
Q9CQS8	Sec61b	Protein transport protein Sec61 subunit beta
Q9CQT2	Rbm7	RNA-binding protein 7
Q9CQU3	Rer1	Protein RER1
Q9CQV1	Pam16;Magmas;Tim16;Timm16	Mitochondrial import inner membrane translocase subunit TIM16
Q9CQV7-1	Dnajc19 	Mitochondrial import inner membrane translocase subunit TIM14
Q9CQV8	Ywhab	14-3-3 protein beta/alpha
Q9CQV8-2	Ywhab	Isoform Short of 14-3-3 protein beta/alpha
Q9CQW2	Arl8b;Arl10c;Gie1	ADP-ribosylation factor-like protein 8B
Q9CQW9	Ifitm3	Interferon-induced transmembrane protein 3
Q9CQX2	Cyb5b;Cyb5m	Cytochrome b5 type B
Q9CQY5-2	Magt1	Isoform 2 of Magnesium transporter protein 1
Q9CQZ0-1	Ormdl2 	ORM1-like protein 2
Q9CQZ5	Ndufa6	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6
Q9CQZ6	Ndufb3	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 3
Q9CR16	Ppid	Peptidyl-prolyl cis-trans isomerase D
Q9CR20	Ier3ip1	Immediate early response 3-interacting protein 1
Q9CR21	Ndufab1	Acyl carrier protein, mitochondrial
Q9CR51	Atp6v1g1;Atp6g1	V-type proton ATPase subunit G 1
Q9CR57	Rpl14	60S ribosomal protein L14
Q9CR60	Golt1b	Vesicle transport protein GOT1B
Q9CR61	Ndufb7	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7
Q9CR62	Slc25a11	Mitochondrial 2-oxoglutarate/malate carrier protein
Q9CR67	Tmem33;Db83	Transmembrane protein 33
Q9CR68	Uqcrfs1	Cytochrome b-c1 complex subunit Rieske, mitochondrial
Q9CR99	4930544G11Rik;mCG_125315	Protein 4930544G11Rik
Q9CRB2	Nhp2;Nola2	H/ACA ribonucleoprotein complex subunit 2
Q9CRB9	Chchd3	Coiled-coil-helix-coiled-coil-helix domain-containing protein 3, mitochondrial
Q9CRD0-3	Ociad1	Isoform 3 of OCIA domain-containing protein 1
Q9CRD2	Emc2;Kiaa0103;Ttc35	ER membrane protein complex subunit 2
Q9CRT8	Xpot	Exportin-T
Q9CRY0	Sec62;Tloc1	Putative uncharacterized protein
Q9CRY7	Gdpd1;Gde4	Glycerophosphodiester phosphodiesterase domain-containing protein 1
Q9CSH3	Dis3;Kiaa1008;Rrp44	Exosome complex exonuclease RRP44
Q9CU17	Ndufv3	Putative uncharacterized protein
Q9CU62	Smc1a;Sb1.8;Smc1;Smc1l1;Smcb	Structural maintenance of chromosomes protein 1A
Q9CU63	NA	Delta(24)-sterol reductase
Q9CUL5	Iqca1;Iqca	IQ and AAA domain-containing protein 1
Q9CV87	NA	Muscle-related coiled-coil protein
Q9CVB6	Arpc2	Actin-related protein 2/3 complex subunit 2
Q9CWF2	Tubb2b	Tubulin beta-2B chain
Q9CWJ9	Atic;Purh	Bifunctional purine biosynthesis protein PURH
Q9CWR7	Steap1;Steap	Metalloreductase STEAP1
Q9CWS0	Ddah1	N(G),N(G)-dimethylarginine dimethylaminohydrolase 1
Q9CWX2	Ndufaf1;Cia30	Complex I intermediate-associated protein 30, mitochondrial
Q9CWZ7	Napg;Snapg	Gamma-soluble NSF attachment protein
Q9CX00	Ist1;Kiaa0174	IST1 homolog
Q9CX86	Hnrnpa0;Hnrpa0	Heterogeneous nuclear ribonucleoprotein A0
Q9CXE7	Tmed5	Transmembrane emp24 domain-containing protein 5
Q9CXL1	Tmem50a;Smp1	Transmembrane protein 50A
Q9CXP8	Gng10	Guanine nucleotide-binding protein G subunit gamma-10
Q9CXT7	Tmem192	Transmembrane protein 192
Q9CXT7-2	Tmem192	Isoform 2 of Transmembrane protein 192
Q9CXW2	Mrps22;Rpms22	28S ribosomal protein S22, mitochondrial
Q9CXW3	Cacybp;Sip	Calcyclin-binding protein
Q9CXW4	Rpl11	60S ribosomal protein L11
Q9CXZ1	Ndufs4	NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial
Q9CY27	Tecr;Gpsn2	Very-long-chain enoyl-CoA reductase
Q9CY50	Ssr1	Translocon-associated protein subunit alpha
Q9CY58-3	Serbp1	Isoform 3 of Plasminogen activator inhibitor 1 RNA-binding protein
Q9CY58-4	Serbp1	Isoform 4 of Plasminogen activator inhibitor 1 RNA-binding protein
Q9CYH2	Fam213a;Pamm	Redox-regulatory protein FAM213A
Q9CYI4-2	Luc7l	Isoform 2 of Putative RNA-binding protein Luc7-like 1
Q9CYL5	Glipr2;Gapr1	Golgi-associated plant pathogenesis-related protein 1
Q9CYN2	Spcs2;Spc25	Signal peptidase complex subunit 2
Q9CYN9	Atp6ap2;Atp6ip2	Renin receptor
Q9CZ13	Uqcrc1	Cytochrome b-c1 complex subunit 1, mitochondrial
Q9CZ69	Cmtm6;Cklfsf6	CKLF-like MARVEL transmembrane domain-containing protein 6
Q9CZD3	Gars	Glycine--tRNA ligase
Q9CZE3	Rab32	Ras-related protein Rab-32
Q9CZJ2	Hspa12b	Heat shock 70 kDa protein 12B
Q9CZM2	Rpl15	60S ribosomal protein L15
Q9CZU6	Cs	Citrate synthase, mitochondrial
Q9CZW4	Acsl3;Acs3;Facl3	Long-chain-fatty-acid--CoA ligase 3
Q9CZW5	Tomm70a;D16Wsu109e	Mitochondrial import receptor subunit TOM70
Q9CZX7	Tmem55a	Type 2 phosphatidylinositol 4,5-bisphosphate 4-phosphatase
Q9CZX8	Rps19	40S ribosomal protein S19
Q9CZX9	Emc4;Tmem85	ER membrane protein complex subunit 4
Q9D023	Mpc2;Brp44	Mitochondrial pyruvate carrier 2
Q9D024	Ccdc47;Asp4	Coiled-coil domain-containing protein 47
Q9D024-2	Ccdc47	Isoform 2 of Coiled-coil domain-containing protein 47
Q9D051	Pdhb	Pyruvate dehydrogenase E1 component subunit beta, mitochondrial
Q9D0B0	Srsf9;Sfrs9	Serine/arginine-rich splicing factor 9
Q9D0F3	Lman1;Ergic53	Protein ERGIC-53
Q9D0I9	Rars	Arginine--tRNA ligase, cytoplasmic
Q9D0J8	Ptms	Parathymosin
Q9D0M3	Cyc1	Cytochrome c1, heme protein, mitochondrial
Q9D0T1	Nhp2l1;Ssfa1	NHP2-like protein 1
Q9D136	Ogfod3	2-oxoglutarate and iron-dependent oxygenase domain-containing protein 3
Q9D1C8	Vps28	Vacuolar protein sorting-associated protein 28 homolog
Q9D1D4	Tmed10;Tmp21	Transmembrane emp24 domain-containing protein 10
Q9D1D4-1	Tmed10 	Transmembrane emp24 domain-containing protein 10
Q9D1D4-2	Tmed10	Isoform 2 of Transmembrane emp24 domain-containing protein 10
Q9D1G1	Rab1b	Ras-related protein Rab-1B
Q9D1K2	Atp6v1f;Atp6s14;Vatf	V-type proton ATPase subunit F
Q9D1L9	Lamtor5;Hbxip;Xip	Ragulator complex protein LAMTOR5
Q9D1M4	Eef1e1	Eukaryotic translation elongation factor 1 epsilon-1
Q9D1M7	Fkbp11	Peptidyl-prolyl cis-trans isomerase FKBP11
Q9D1N2	Gpihbp1;Hbp1	Glycosylphosphatidylinositol-anchored high density lipoprotein-binding protein 1
Q9D1R9	Rpl34	60S ribosomal protein L34
Q9D1T2	Mxra7	Matrix-remodeling-associated protein 7
Q9D219	Bcl9	B-cell CLL/lymphoma 9 protein
Q9D270	Zdhhc21;Gramp3	Probable palmitoyltransferase ZDHHC21
Q9D2C7	Tmbim6;Tegt	Bax inhibitor 1
Q9D2G2	Dlst	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial
Q9D2G2-1	Dlst 	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial
Q9D2G2-2	Dlst	Isoform 2 of Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex, mitochondrial
Q9D2R6	Coa3;Ccdc56	Cytochrome c oxidase assembly factor 3 homolog, mitochondrial
Q9D3B1	Ptplb;hacd2	Very-long-chain
Q9D3D9	Atp5d	ATP synthase subunit delta, mitochondrial
Q9D3G5	Stx11	Syntaxin-11
Q9D3P8	Plgrkt	Plasminogen receptor
Q9D517	Agpat3	1-acyl-sn-glycerol-3-phosphate acyltransferase gamma
Q9D5T0	Atad1	ATPase family AAA domain-containing protein 1
Q9D6A1-1	Myo1h 	Unconventional myosin-Ih
Q9D6F9	Tubb4a;Tubb4	Tubulin beta-4A chain
Q9D6G9	Cmtm5;Cklfsf5	CKLF-like MARVEL transmembrane domain-containing protein 5
Q9D6J5	Ndufb8	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial
Q9D6J6	Ndufv2	NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial
Q9D6J6-1	Ndufv2 	NADH dehydrogenase [ubiquinone] flavoprotein 2, mitochondrial
Q9D6K5-2	Synj2bp	Isoform 2 of Synaptojanin-2-binding protein
Q9D6K8	Fundc2;Hcbp6	FUN14 domain-containing protein 2
Q9D6P7	NA	Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase 1
Q9D6P8	Calml3	Calmodulin-like protein 3
Q9D6R2	Idh3a	Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial
Q9D6R2-1	Idh3a 	Isocitrate dehydrogenase [NAD] subunit alpha, mitochondrial
Q9D6U8	Fam162a;E2ig5	Protein FAM162A
Q9D755	NA	Junctional sarcoplasmic reticulum protein 1
Q9D771	Tmem206	Transmembrane protein 206
Q9D7J6	Dnase1l1	Deoxyribonuclease-1-like 1
Q9D7N3	Mrps9	28S ribosomal protein S9, mitochondrial
Q9D7N9	Apmap	Adipocyte plasma membrane-associated protein
Q9D7S9	Chmp5;Snf7dc2	Charged multivesicular body protein 5
Q9D855	Uqcrb	Cytochrome b-c1 complex subunit 7
Q9D880	Timm50;Tim50	Mitochondrial import inner membrane translocase subunit TIM50
Q9D883	U2af1	Splicing factor U2AF 35 kDa subunit
Q9D898	Arpc5l	Actin-related protein 2/3 complex subunit 5-like protein
Q9D8B3	Chmp4b	Charged multivesicular body protein 4b
Q9D8B7	Jam3	Junctional adhesion molecule C
Q9D8C4	Ifi35	Interferon-induced 35 kDa protein homolog
Q9D8E6	Rpl4	60S ribosomal protein L4
Q9D8L6	NA	Interferon-induced transmembrane protein 3
Q9D8N0	Eef1g	Elongation factor 1-gamma
Q9D8U8	Snx5	Sorting nexin-5
Q9D8V0-2	Hm13	Isoform 2 of Minor histocompatibility antigen H13
Q9D8V7	Sec11c;Sec11l3;Spc21	Signal peptidase complex catalytic subunit SEC11C
Q9D8Y0	Efhd2;Sws1	EF-hand domain-containing protein D2
Q9D9J7	Izumo1	Izumo sperm-egg fusion protein 1
Q9D9M2-2	Usp12	Isoform 2 of Ubiquitin carboxyl-terminal hydrolase 12
Q9DAB3	Arl8b;Arl10c	Putative uncharacterized protein
Q9DAG6	Glipr1l1	Protein Glipr1l1
Q9DAS9	Gng12	Guanine nucleotide-binding protein G subunit gamma-12
Q9DAV9	Tmem38b;D4Ertd89e;Mg33b	Trimeric intracellular cation channel type B
Q9DAW9	Cnn3	Calponin-3
Q9DB00	Gon4l;Gon4;Kiaa1606	GON-4-like protein
Q9DB05	Napa;Snapa	Alpha-soluble NSF attachment protein
Q9DB16	Cab39l	Calcium-binding protein 39-like
Q9DB20	Atp5o;D12Wsu28e	ATP synthase subunit O, mitochondrial
Q9DB34	Chmp2a	Charged multivesicular body protein 2a
Q9DB73	Cyb5r1;Nqo3a2	NADH-cytochrome b5 reductase 1
Q9DB73-1	Cyb5r1 	NADH-cytochrome b5 reductase 1
Q9DB77	Uqcrc2	Cytochrome b-c1 complex subunit 2, mitochondrial
Q9DBC3	Cmtr1;Ftsjd2;Kiaa0082	Cap-specific mRNA
Q9DBC7	Prkar1a	cAMP-dependent protein kinase type I-alpha regulatory subunit
Q9DBE8	Alg2;MNCb-5081	Alpha-1,3/1,6-mannosyltransferase ALG2
Q9DBG3	Ap2b1;Clapb1	AP-2 complex subunit beta
Q9DBG3-1	Ap2b1 	AP-2 complex subunit beta
Q9DBG5	Plin3;M6prbp1;Tip47	Perilipin-3
Q9DBG6	Rpn2	Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 2
Q9DBH2	NA	Putative uncharacterized protein
Q9DBH5	Lman2	Vesicular integral-membrane protein VIP36
Q9DBJ1	Pgam1	Phosphoglycerate mutase 1
Q9DBP0	Slc34a2;Npt2b	Sodium-dependent phosphate transport protein 2B
Q9DBR7-2	Ppp1r12a	Isoform 2 of Protein phosphatase 1 regulatory subunit 12A
Q9DBS1	Tmem43	Transmembrane protein 43
Q9DBX3	Susd2	Sushi domain-containing protein 2
Q9DBY8	Nvl	Nuclear valosin-containing protein-like
Q9DBZ5-1	Eif3k 	Eukaryotic translation initiation factor 3 subunit K
Q9DBZ5-2	Eif3k	Isoform 2 of Eukaryotic translation initiation factor 3 subunit K
Q9DC16	Ergic1;Ergic32	Endoplasmic reticulum-Golgi intermediate compartment protein 1
Q9DC29	Abcb6	ATP-binding cassette sub-family B member 6, mitochondrial
Q9DC37	Mfsd1	Major facilitator superfamily domain-containing protein 1
Q9DC42	Cd97	CD97 antigen
Q9DC51	Gnai3	Guanine nucleotide-binding protein G
Q9DC53	Cpne8	Copine-8
Q9DC61	Pmpca;Inpp5e	Mitochondrial-processing peptidase subunit alpha
Q9DC69	Ndufa9	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial
Q9DC70	Ndufs7	NADH dehydrogenase [ubiquinone] iron-sulfur protein 7, mitochondrial
Q9DCC4	Pycrl	Pyrroline-5-carboxylate reductase 3
Q9DCF9	Ssr3	Translocon-associated protein subunit gamma
Q9DCF9-2	Ssr3	Isoform 2 of Translocon-associated protein subunit gamma
Q9DCH4	Eif3f;Eif3s5	Eukaryotic translation initiation factor 3 subunit F
Q9DCJ5	Ndufa8	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8
Q9DCN2	Cyb5r3;Dia1	NADH-cytochrome b5 reductase 3
Q9DCN2-2	Cyb5r3	Isoform 2 of NADH-cytochrome b5 reductase 3
Q9DCS1	Tmem176a;Gs188;Keg2	Transmembrane protein 176A
Q9DCS9	Ndufb10	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10
Q9DCT2	Ndufs3	NADH dehydrogenase [ubiquinone] iron-sulfur protein 3, mitochondrial
Q9DCT8	Crip2;Crp2;Hlp	Cysteine-rich protein 2
Q9DCU2	Pllp;Plapi;Pmlp;Tm4sf11	Plasmolipin
Q9DCV7	Krt7;Krt2-7	Keratin, type II cytoskeletal 7
Q9DCX2	Atp5h	ATP synthase subunit d, mitochondrial
Q9EP69	Sacm1l;Kiaa0851;Sac1	Phosphatidylinositide phosphatase SAC1
Q9EP71	Rai14;Kiaa1334;Norpeg	Ankycorbin
Q9EP72	Emc7;Orf3	ER membrane protein complex subunit 7
Q9EP89	Lactb;Lact1	Serine beta-lactamase-like protein LACTB, mitochondrial
Q9EPH3	NA	Putative myosin IIC
Q9EPH8	Pabpc1;Pabp1	Polyadenylate-binding protein 1
Q9EPK2	Rp2;Rp2h	Protein XRP2
Q9EPK2-1	Rp2 	Protein XRP2
Q9EPK2-3	Rp2	Isoform 3 of Protein XRP2
Q9EPK2-4	Rp2	Isoform 4 of Protein XRP2
Q9EPL8	Ipo7;Ranbp7	Importin-7
Q9EPR4	Slc23a2;Kiaa0238;Svct2;Yspl2	Solute carrier family 23 member 2
Q9EPR5	Sorcs2	VPS10 domain-containing receptor SorCS2
Q9EPS3	Glce	D-glucuronyl C5-epimerase
Q9EPT5-1	Slco2a1 	Solute carrier organic anion transporter family member 2A1
Q9EPU0-2	Upf1	Isoform 2 of Regulator of nonsense transcripts 1
Q9EQ06	Hsd17b11;Dhrs8;Pan1b	Estradiol 17-beta-dehydrogenase 11
Q9EQ06-2	Hsd17b11	Isoform 2 of Estradiol 17-beta-dehydrogenase 11
Q9EQ60	Cacna1h	Voltage-dependent T-type calcium channel subunit alpha-1H
Q9EQF6	Dpysl5;Crmp5	Dihydropyrimidinase-related protein 5
Q9EQG6	Kidins220;Arms	Kinase D-interacting substrate of 220 kDa
Q9EQH3	Vps35;Mem3	Vacuolar protein sorting-associated protein 35
Q9EQJ0	Tpcn1;Kiaa1169;Tpc1	Two pore calcium channel protein 1
